product_id,units_sold,gross_revenue,discount_amount,net_revenue,average_discount,product_name,category,brand
P00072,463,13417740.0,973728.0,12444012.0,7.3841059602649,NovaTech Pro Accessories,Electronics,NovaTech
P00073,461,525540.0,42408.0,483132.0,8.013029315960912,BloomCare Smart Skincare,Beauty & Personal Care,BloomCare
P00074,420,6195000.0,501500.0,5693500.0,8.035714285714286,FlexFit Essential Sportswear,Sports & Fitness,FlexFit
P00075,469,1894760.0,150894.0,1743866.0,7.38562091503268,PureSkin Advanced Personal Care,Beauty & Personal Care,PureSkin
P00076,444,479520.0,43038.0,436482.0,8.793103448275861,LearnPress Elite Technology,Books,LearnPress
P00077,497,3787140.0,317754.0,3469386.0,8.510971786833856,StreetLine Essential Jeans,Fashion,StreetLine
P00078,434,1540700.0,125137.5,1415562.5,8.450704225352112,DermaCare Classic Haircare,Beauty & Personal Care,DermaCare
P00079,465,35739900.0,2855349.0,32884551.0,8.045602605863191,TechSphere Pro Laptops,Electronics,TechSphere
P00080,476,5607280.0,442339.0,5164941.0,7.932098765432099,SportEdge Premium Outdoor Sports,Sports & Fitness,SportEdge
P00081,436,854560.0,59878.0,794682.0,7.1768707482993195,BloomCare Modern Personal Care,Beauty & Personal Care,BloomCare
P00082,450,9868500.0,813603.0,9054897.0,8.127035830618892,Voltix Pro Smartwatches,Electronics,Voltix
P00083,480,9427200.0,818988.0,8608212.0,8.629283489096574,FitCore Pro Sportswear,Sports & Fitness,FitCore
P00084,457,255920.0,21308.0,234612.0,8.446601941747574,PureSkin Advanced Haircare,Beauty & Personal Care,PureSkin
P00085,475,11799000.0,1075572.0,10723428.0,8.355481727574752,UrbanHome Ultra Kitchen Appliances,Home & Kitchen,UrbanHome
P00086,410,2923300.0,267018.5,2656281.5,8.932584269662922,NovaTech Everyday Smartwatches,Electronics,NovaTech
P00087,477,2084490.0,175455.5,1909034.5,8.49673202614379,ZenByte Premium Accessories,Electronics,ZenByte
P00088,401,6323770.0,534603.0,5789167.0,8.136200716845877,ActivePro Advanced Gym Equipment,Sports & Fitness,ActivePro
P00089,446,2279060.0,188048.0,2091012.0,7.952218430034129,AuraBeauty Advanced Makeup,Beauty & Personal Care,AuraBeauty
P00090,492,250920.0,20374.5,230545.5,8.238805970149254,UrbanThread Modern Jeans,Fashion,UrbanThread
P00091,512,2560000.0,192750.0,2367250.0,7.737341772151899,DermaCare Classic Fragrances,Beauty & Personal Care,DermaCare
P00092,474,1147080.0,91113.0,1055967.0,8.029315960912053,LearnPress Classic Technology,Books,LearnPress
P00093,455,682500.0,54900.0,627600.0,8.23728813559322,KnowledgeHouse Everyday Technology,Books,KnowledgeHouse
P00094,428,8709800.0,688847.5,8020952.5,7.852233676975945,Voltix Elite Smartwatches,Electronics,Voltix
P00095,465,967200.0,86112.0,881088.0,8.883495145631068,LearnPress Everyday Technology,Books,LearnPress
P00096,404,3773360.0,289540.0,3483820.0,7.834507042253521,KitchenPro Classic Kitchen Appliances,Home & Kitchen,KitchenPro
P00097,467,555730.0,42780.5,512949.5,7.714285714285714,SportEdge Essential Sportswear,Sports & Fitness,SportEdge
P00098,469,1214710.0,94276.0,1120434.0,7.96875,StreetLine Essential Jeans,Fashion,StreetLine
P00099,436,1334160.0,118881.0,1215279.0,8.551724137931034,FlexFit Smart Running,Sports & Fitness,FlexFit
P00100,449,1782530.0,142721.5,1639808.5,8.06338028169014,ModeWear Elite Footwear,Fashion,ModeWear
P00101,479,1518430.0,123630.0,1394800.0,8.052959501557632,AuraBeauty Modern Haircare,Beauty & Personal Care,AuraBeauty
P00102,469,919240.0,75264.0,843976.0,7.777777777777778,ReadMore Essential Self Help,Books,ReadMore
P00103,510,1167900.0,103508.0,1064392.0,8.852941176470589,ReadMore Classic Non-Fiction,Books,ReadMore
P00104,470,2932800.0,237744.0,2695056.0,8.118811881188119,ModeWear Ultra Footwear,Fashion,ModeWear
P00105,508,3886200.0,309442.5,3576757.5,7.954545454545454,KitchenPro Ultra Cookware,Home & Kitchen,KitchenPro
P00106,476,971040.0,91290.0,879750.0,9.07643312101911,RunX Premium Gym Equipment,Sports & Fitness,RunX
P00107,436,1068200.0,86117.5,982082.5,8.225255972696246,KnowledgeHouse Premium Business,Books,KnowledgeHouse
P00108,473,581790.0,45571.5,536218.5,7.6923076923076925,StreetLine Elite T-Shirts,Fashion,StreetLine
P00109,486,9083340.0,697137.0,8386203.0,8.064024390243903,ActivePro Advanced Running,Sports & Fitness,ActivePro
P00110,408,32003520.0,2639506.0,29364014.0,8.193430656934307,TechSphere Modern Tablets,Electronics,TechSphere
P00111,415,2062550.0,158046.0,1904504.0,8.021201413427562,PureSkin Ultra Fragrances,Beauty & Personal Care,PureSkin
P00112,432,11897280.0,1032750.0,10864530.0,8.758503401360544,ZenByte Classic Tablets,Electronics,ZenByte
P00113,453,412230.0,32896.5,379333.5,8.143812709030101,StyleCraft Everyday Shirts,Fashion,StyleCraft
P00114,427,3347680.0,258328.0,3089352.0,7.7622377622377625,RunX Premium Outdoor Sports,Sports & Fitness,RunX
P00115,494,2603380.0,210009.5,2393370.5,8.284789644012944,DermaCare Ultra Skincare,Beauty & Personal Care,DermaCare
P00116,493,2691780.0,218673.0,2473107.0,8.052959501557632,BloomCare Smart Skincare,Beauty & Personal Care,BloomCare
P00117,468,36639720.0,2740150.0,33899570.0,7.285276073619632,PixelPro Ultra Smartphones,Electronics,PixelPro
P00118,463,2722440.0,231084.0,2491356.0,8.540983606557377,PureSkin Ultra Skincare,Beauty & Personal Care,PureSkin
P00119,433,207840.0,18216.0,189624.0,8.853820598006644,GlowPure Modern Fragrances,Beauty & Personal Care,GlowPure
P00120,483,10770900.0,852975.0,9917925.0,7.532894736842105,HomeNest Smart Cookware,Home & Kitchen,HomeNest
P00121,529,40114070.0,3355477.5,36758592.5,8.090379008746355,ZenByte Ultra Accessories,Electronics,ZenByte
P00122,428,8316040.0,732511.0,7583529.0,8.81294964028777,RunX Advanced Outdoor Sports,Sports & Fitness,RunX
P00123,476,20939240.0,1774996.5,19164243.5,8.364779874213836,Voltix Pro Smartwatches,Electronics,Voltix
P00124,474,10385340.0,771232.0,9614108.0,7.291021671826625,UrbanHome Ultra Storage,Home & Kitchen,UrbanHome
P00125,493,16456340.0,1235060.0,15221280.0,7.854785478547854,NovaTech Essential Smartwatches,Electronics,NovaTech
P00126,460,6343400.0,519193.5,5824206.5,8.296178343949045,FlexFit Elite Running,Sports & Fitness,FlexFit
P00127,418,978120.0,87282.0,890838.0,8.39655172413793,GlowPure Smart Fragrances,Beauty & Personal Care,GlowPure
P00128,457,493560.0,39474.0,454086.0,7.804054054054054,KnowledgeHouse Premium Business,Books,KnowledgeHouse
P00129,413,1639610.0,124261.0,1515349.0,7.666666666666667,FitCore Smart Outdoor Sports,Sports & Fitness,FitCore
P00130,468,2091960.0,181035.0,1910925.0,8.651315789473685,ClassicFit Ultra Trousers,Fashion,ClassicFit
P00131,420,558600.0,42227.5,516372.5,7.879858657243816,PureSkin Everyday Haircare,Beauty & Personal Care,PureSkin
P00132,442,795600.0,61020.0,734580.0,7.560553633217993,KnowledgeHouse Ultra Non-Fiction,Books,KnowledgeHouse
P00133,444,34290120.0,2811172.0,31478948.0,8.078175895765472,ZenByte Ultra Headphones,Electronics,ZenByte
P00134,402,1258260.0,99221.0,1159039.0,7.6007326007326,TrendRoot Elite Trousers,Fashion,TrendRoot
P00135,487,2352210.0,206724.0,2145486.0,8.801916932907348,DermaCare Smart Makeup,Beauty & Personal Care,DermaCare
P00136,464,23325280.0,1910260.0,21415020.0,7.802547770700637,ZenByte Elite Headphones,Electronics,ZenByte
P00137,493,305660.0,24087.0,281573.0,7.717041800643087,InsightBooks Premium Non-Fiction,Books,InsightBooks
P00138,511,35381640.0,2863074.0,32518566.0,8.130434782608695,TechSphere Classic Accessories,Electronics,TechSphere
P00139,461,1069520.0,87812.0,981708.0,8.035714285714286,GlowPure Elite Haircare,Beauty & Personal Care,GlowPure
P00140,436,21847960.0,1738817.0,20109143.0,7.829861111111111,Voltix Everyday Accessories,Electronics,Voltix
P00141,477,338670.0,25631.0,313039.0,7.686084142394822,GlowPure Modern Personal Care,Beauty & Personal Care,GlowPure
P00142,454,503940.0,37462.5,466477.5,7.65,UrbanThread Pro Footwear,Fashion,UrbanThread
P00143,495,262350.0,21836.0,240514.0,8.61198738170347,AuraBeauty Premium Haircare,Beauty & Personal Care,AuraBeauty
P00144,414,7286400.0,570240.0,6716160.0,7.732142857142857,KitchenPro Smart Storage,Home & Kitchen,KitchenPro
P00145,428,3180040.0,260050.0,2919990.0,8.445229681978798,UrbanThread Modern Shirts,Fashion,UrbanThread
P00146,463,3967910.0,341086.0,3626824.0,8.46774193548387,ActivePro Elite Gym Equipment,Sports & Fitness,ActivePro
P00147,485,368600.0,30514.0,338086.0,8.270440251572326,BloomCare Advanced Makeup,Beauty & Personal Care,BloomCare
P00148,455,6902350.0,554463.5,6347886.5,8.090614886731391,UrbanHome Ultra Lighting,Home & Kitchen,UrbanHome
P00149,458,2216720.0,183678.0,2033042.0,8.03754266211604,DermaCare Pro Skincare,Beauty & Personal Care,DermaCare
P00150,440,202400.0,16744.0,185656.0,8.090277777777779,UrbanHome Ultra Cookware,Home & Kitchen,UrbanHome
P00151,453,17127930.0,1243949.0,15883981.0,7.697594501718213,ZenByte Elite Tablets,Electronics,ZenByte
P00152,441,3708810.0,323364.5,3385445.5,8.421985815602836,KitchenPro Modern Furniture,Home & Kitchen,KitchenPro
P00153,424,576640.0,45560.0,531080.0,7.988929889298893,KnowledgeHouse Premium Non-Fiction,Books,KnowledgeHouse
P00154,442,636480.0,44712.0,591768.0,7.375886524822695,KnowledgeHouse Ultra Non-Fiction,Books,KnowledgeHouse
P00155,453,4158540.0,367200.0,3791340.0,8.333333333333334,FlexFit Everyday Yoga,Sports & Fitness,FlexFit
P00156,414,1651860.0,147829.5,1504030.5,8.989169675090253,AuraBeauty Classic Makeup,Beauty & Personal Care,AuraBeauty
P00157,406,2935380.0,252327.0,2683053.0,8.58695652173913,ClassicFit Pro Jackets,Fashion,ClassicFit
P00158,488,566080.0,49532.0,516548.0,8.837920489296636,AuraBeauty Everyday Skincare,Beauty & Personal Care,AuraBeauty
P00159,458,1717500.0,133875.0,1583625.0,7.990033222591362,UrbanHome Essential Home Decor,Home & Kitchen,UrbanHome
P00160,430,997600.0,77952.0,919648.0,7.8595317725752505,FlexFit Smart Yoga,Sports & Fitness,FlexFit
P00161,465,2222700.0,178533.0,2044167.0,8.305647840531561,UrbanHome Classic Lighting,Home & Kitchen,UrbanHome
P00162,463,2106650.0,175857.5,1930792.5,8.316666666666666,GlowPure Smart Skincare,Beauty & Personal Care,GlowPure
P00163,377,275210.0,22155.5,253054.5,8.032128514056225,LearnPress Pro Academic,Books,LearnPress
P00164,471,197820.0,15960.0,181860.0,7.820945945945946,PureSkin Ultra Personal Care,Beauty & Personal Care,PureSkin
P00165,425,2516000.0,184408.0,2331592.0,7.40418118466899,StreetLine Classic Jackets,Fashion,StreetLine
P00166,456,2927520.0,251664.0,2675856.0,8.524590163934427,UrbanHome Ultra Cookware,Home & Kitchen,UrbanHome
P00167,467,149440.0,12160.0,137280.0,8.295819935691318,DermaCare Modern Skincare,Beauty & Personal Care,DermaCare
P00168,449,386140.0,30573.0,355567.0,8.132911392405063,TrendRoot Smart Jackets,Fashion,TrendRoot
P00169,404,2682560.0,229744.0,2452816.0,8.533834586466165,StyleCraft Essential Jackets,Fashion,StyleCraft
P00170,465,3910650.0,326728.5,3583921.5,8.372093023255815,KitchenPro Everyday Furniture,Home & Kitchen,KitchenPro
P00171,494,15556060.0,1247004.0,14309056.0,8.302469135802468,NovaTech Essential Laptops,Electronics,NovaTech
P00172,444,30751440.0,2555694.0,28195746.0,7.966666666666667,ZenByte Pro Laptops,Electronics,ZenByte
P00173,516,7745160.0,645430.0,7099730.0,8.313432835820896,ComfortCraft Classic Home Decor,Home & Kitchen,ComfortCraft
P00174,469,928620.0,80487.0,848133.0,8.864406779661017,LearnPress Ultra Academic,Books,LearnPress
P00175,448,1868160.0,154498.5,1713661.5,8.062283737024222,PureSkin Classic Fragrances,Beauty & Personal Care,PureSkin
P00176,449,4000590.0,331897.5,3668692.5,8.485342019543975,Auralink Advanced Headphones,Electronics,Auralink
P00177,444,7832160.0,625338.0,7206822.0,8.181818181818182,SportEdge Modern Yoga,Sports & Fitness,SportEdge
P00178,493,35772080.0,3152732.0,32619348.0,8.801916932907348,ZenByte Classic Accessories,Electronics,ZenByte
P00179,427,1524390.0,123165.0,1401225.0,8.183453237410072,StreetLine Elite Trousers,Fashion,StreetLine
P00180,469,2438800.0,216580.0,2222220.0,8.806451612903226,CasaLiving Essential Lighting,Home & Kitchen,CasaLiving
P00181,467,22948380.0,1943487.0,21004893.0,8.328125,TechSphere Classic Smartphones,Electronics,TechSphere
P00182,428,5867880.0,449688.0,5418192.0,7.935943060498221,RunX Classic Sportswear,Sports & Fitness,RunX
P00183,444,1203240.0,95934.0,1107306.0,8.169491525423728,AuraBeauty Modern Skincare,Beauty & Personal Care,AuraBeauty
P00184,440,3185600.0,266070.0,2919530.0,8.135593220338983,ModeWear Smart Footwear,Fashion,ModeWear
P00185,479,14341260.0,1200594.0,13140666.0,8.531353135313532,Voltix Modern Accessories,Electronics,Voltix
P00186,510,4595100.0,378420.0,4216680.0,8.368263473053892,FlexFit Premium Sportswear,Sports & Fitness,FlexFit
P00187,441,2707740.0,224724.0,2483016.0,7.898550724637682,CasaLiving Premium Kitchen Appliances,Home & Kitchen,CasaLiving
P00188,483,5955390.0,482103.0,5473287.0,8.440366972477063,ZenByte Premium Laptops,Electronics,ZenByte
P00189,469,1266300.0,94905.0,1171395.0,7.244897959183674,DermaCare Essential Makeup,Beauty & Personal Care,DermaCare
P00190,462,2499420.0,180423.5,2318996.5,7.3076923076923075,FitCore Advanced Running,Sports & Fitness,FitCore
P00191,458,9201220.0,720226.5,8480993.5,8.211920529801324,UrbanHome Elite Storage,Home & Kitchen,UrbanHome
P00192,437,1695560.0,150932.0,1544628.0,8.703071672354948,RunX Pro Running,Sports & Fitness,RunX
P00193,432,5702400.0,444840.0,5257560.0,7.899305555555555,FitCore Smart Yoga,Sports & Fitness,FitCore
P00194,453,4385040.0,326216.0,4058824.0,7.781456953642384,KitchenPro Ultra Furniture,Home & Kitchen,KitchenPro
P00195,502,2264020.0,206107.0,2057913.0,8.883792048929664,DermaCare Pro Haircare,Beauty & Personal Care,DermaCare
P00196,448,120960.0,9612.0,111348.0,8.201320132013201,KnowledgeHouse Pro Technology,Books,KnowledgeHouse
P00197,453,6092850.0,497650.0,5595200.0,8.04140127388535,UrbanHome Modern Home Decor,Home & Kitchen,UrbanHome
P00198,476,2479960.0,195896.0,2284064.0,8.203125,AuraBeauty Advanced Skincare,Beauty & Personal Care,AuraBeauty
P00199,497,28527800.0,2301740.0,26226060.0,7.758064516129032,NovaTech Smart Smartwatches,Electronics,NovaTech
P00200,406,4510660.0,375518.0,4135142.0,8.086642599277978,CasaLiving Smart Lighting,Home & Kitchen,CasaLiving
P00201,471,21708390.0,1855122.5,19853267.5,8.434343434343434,Auralink Smart Tablets,Electronics,Auralink
P00202,462,1108800.0,92400.0,1016400.0,8.184931506849315,UrbanThread Advanced Shirts,Fashion,UrbanThread
P00203,477,954000.0,77500.0,876500.0,7.903225806451613,PageTurner Elite Fiction,Books,PageTurner
P00204,443,615770.0,51221.5,564548.5,8.338983050847459,LearnPress Essential Self Help,Books,LearnPress
P00205,427,140910.0,11599.5,129310.5,8.350877192982455,ReadMore Modern Technology,Books,ReadMore
P00206,432,1080000.0,84125.0,995875.0,7.879858657243816,GlowPure Essential Skincare,Beauty & Personal Care,GlowPure
P00207,456,23114640.0,1913547.5,21201092.5,8.316498316498317,Auralink Everyday Tablets,Electronics,Auralink
P00208,441,383670.0,31842.0,351828.0,8.427152317880795,InsightBooks Modern Fiction,Books,InsightBooks
P00209,426,4835100.0,412005.0,4423095.0,8.327402135231317,NovaTech Essential Smartwatches,Electronics,NovaTech
P00210,503,1126720.0,99008.0,1027712.0,8.650306748466258,InsightBooks Everyday Business,Books,InsightBooks
P00211,460,10327000.0,765545.0,9561455.0,7.313915857605178,UrbanHome Essential Storage,Home & Kitchen,UrbanHome
P00212,463,8556240.0,754908.0,7801332.0,8.5,CasaLiving Classic Cookware,Home & Kitchen,CasaLiving
P00213,419,180170.0,13265.5,166904.5,7.673611111111111,PageTurner Essential Self Help,Books,PageTurner
P00214,417,8214900.0,680635.0,7534265.0,8.217993079584774,UrbanHome Advanced Lighting,Home & Kitchen,UrbanHome
P00215,444,408480.0,34500.0,373980.0,8.327586206896552,DermaCare Everyday Makeup,Beauty & Personal Care,DermaCare
P00216,450,12766500.0,1158914.5,11607585.5,8.494623655913978,Voltix Advanced Headphones,Electronics,Voltix
P00217,411,1117920.0,92072.0,1025848.0,8.498168498168498,StyleCraft Classic Shirts,Fashion,StyleCraft
P00218,421,1911340.0,149820.0,1761520.0,8.139931740614335,FitCore Essential Sportswear,Sports & Fitness,FitCore
P00219,466,130480.0,11214.0,119266.0,8.338762214983714,PageTurner Elite Self Help,Books,PageTurner
P00220,460,952200.0,79281.0,872919.0,8.366336633663366,AuraBeauty Elite Personal Care,Beauty & Personal Care,AuraBeauty
P00221,461,1733360.0,132916.0,1600444.0,7.546875,AuraBeauty Modern Haircare,Beauty & Personal Care,AuraBeauty
P00222,441,2994390.0,249872.0,2744518.0,8.42756183745583,SportEdge Advanced Sportswear,Sports & Fitness,SportEdge
P00223,438,31965240.0,2470373.0,29494867.0,7.859649122807017,TechSphere Essential Cameras,Electronics,TechSphere
P00224,487,17561220.0,1436991.0,16124229.0,7.7708978328173375,NovaTech Advanced Headphones,Electronics,NovaTech
P00225,517,1556170.0,126119.0,1430051.0,8.153153153153154,DermaCare Elite Skincare,Beauty & Personal Care,DermaCare
P00226,476,1389920.0,114172.0,1275748.0,8.180272108843537,ActivePro Pro Yoga,Sports & Fitness,ActivePro
P00227,432,8398080.0,625968.0,7772112.0,7.750865051903114,ZenByte Essential Accessories,Electronics,ZenByte
P00228,485,2517150.0,210973.5,2306176.5,8.32807570977918,PureSkin Elite Haircare,Beauty & Personal Care,PureSkin
P00229,458,2867080.0,219100.0,2647980.0,7.466216216216216,StyleCraft Everyday Jackets,Fashion,StyleCraft
P00230,463,814880.0,73920.0,740960.0,8.5,CasaLiving Classic Furniture,Home & Kitchen,CasaLiving
P00231,446,2247840.0,195048.0,2052792.0,8.875838926174497,GlowPure Elite Skincare,Beauty & Personal Care,GlowPure
P00232,481,1837420.0,144014.0,1693406.0,7.508196721311475,StyleCraft Ultra Footwear,Fashion,StyleCraft
P00233,492,1525200.0,117490.0,1407710.0,7.817337461300309,GlowPure Everyday Haircare,Beauty & Personal Care,GlowPure
P00234,467,7313220.0,562194.0,6751026.0,7.795527156549521,FitCore Pro Sportswear,Sports & Fitness,FitCore
P00235,389,937490.0,73505.0,863985.0,7.907407407407407,HomeNest Essential Lighting,Home & Kitchen,HomeNest
P00236,425,7560750.0,606639.0,6954111.0,7.996515679442509,Auralink Essential Accessories,Electronics,Auralink
P00237,401,340850.0,29962.5,310887.5,8.228782287822877,InsightBooks Elite Non-Fiction,Books,InsightBooks
P00238,445,226950.0,18283.5,208666.5,8.02405498281787,AuraBeauty Smart Skincare,Beauty & Personal Care,AuraBeauty
P00239,451,7085210.0,542780.5,6542429.5,7.564935064935065,UrbanHome Everyday Home Decor,Home & Kitchen,UrbanHome
