order_id,product_id,quantity,unit_price,discount_pct
O000063,P00446,2,460.0,25
O000063,P00181,1,49140.0,15
O000064,P00794,2,9850.0,0
O000064,P00496,2,500.0,15
O000064,P00477,1,300.0,20
O000064,P00447,1,15400.0,5
O000064,P00846,1,1860.0,5
O000065,P00507,2,23150.0,0
O000066,P00364,1,1110.0,0
O000066,P00817,1,570.0,20
O000067,P00011,1,70310.0,5
O000067,P00530,1,8070.0,0
O000067,P00971,1,4840.0,10
O000067,P00196,1,270.0,0
O000067,P00088,1,15770.0,5
O000068,P00314,1,54750.0,5
O000068,P00680,1,1170.0,5
O000069,P00339,1,2420.0,0
O000069,P00361,2,2170.0,5
O000069,P00720,2,3300.0,25
O000069,P00465,2,1220.0,0
O000069,P00278,2,19990.0,0
O000070,P00779,2,17970.0,0
O000070,P00538,1,6620.0,5
O000070,P00612,2,7660.0,0
O000070,P00290,1,23300.0,0
O000070,P00103,1,2290.0,20
O000071,P00106,1,2040.0,5
O000071,P00894,1,7940.0,25
O000071,P00013,1,3590.0,15
O000071,P00588,1,16710.0,0
O000072,P00076,1,1080.0,0
O000072,P00591,1,35290.0,5
O000072,P00645,4,860.0,0
O000072,P00703,2,10390.0,10
O000073,P00232,3,3820.0,0
O000073,P00795,1,1040.0,5
O000073,P00536,1,40550.0,0
O000073,P00390,3,1710.0,0
O000073,P00462,2,5920.0,10
O000074,P00677,1,15820.0,10
O000074,P00084,1,560.0,5
O000074,P00161,2,4780.0,5
O000075,P00238,1,510.0,0
O000076,P00073,1,1140.0,15
O000076,P00704,1,800.0,15
O000076,P00240,1,9150.0,0
O000076,P00947,1,9240.0,0
O000077,P00847,1,5840.0,15
O000077,P00146,1,8570.0,15
O000077,P00074,3,14750.0,5
O000078,P00706,3,1970.0,10
O000078,P00312,1,17840.0,0
O000078,P00717,1,55380.0,5
O000078,P00413,1,7620.0,0
O000079,P00235,3,2410.0,15
O000080,P00602,2,17850.0,10
O000080,P00974,2,2420.0,0
O000080,P00022,1,16260.0,5
O000080,P00784,1,35280.0,25
O000080,P00689,1,73090.0,15
O000081,P00482,1,820.0,5
O000082,P00879,1,3280.0,5
O000083,P00296,2,750.0,10
O000083,P00679,1,8380.0,5
O000083,P00968,1,450.0,25
O000083,P00411,1,8600.0,10
O000084,P00674,2,4100.0,5
O000085,P00193,1,13200.0,10
O000086,P00641,1,6180.0,10
O000086,P00453,3,660.0,5
O000086,P00779,2,17970.0,0
O000086,P00053,4,13770.0,10
O000087,P00727,1,11850.0,0
O000087,P00163,1,730.0,0
O000088,P00473,3,1690.0,10
O000089,P00511,2,5730.0,10
O000089,P00956,1,18630.0,15
O000090,P00250,1,210.0,20
O000090,P00468,1,6740.0,20
O000090,P00565,2,1190.0,0
O000090,P00149,2,4840.0,5
O000091,P00274,1,14320.0,10
O000091,P00841,4,5200.0,5
O000091,P00003,1,6760.0,10
O000091,P00290,1,23300.0,10
O000091,P00744,1,52930.0,5
O000092,P00891,1,51760.0,5
O000092,P00194,2,9680.0,5
O000092,P00715,1,710.0,5
O000093,P00396,2,16360.0,0
O000093,P00680,3,1170.0,0
O000093,P00812,3,4980.0,5
O000093,P00841,1,5200.0,15
O000094,P00539,3,5190.0,0
O000095,P00420,2,1600.0,0
O000095,P00892,1,3730.0,25
O000096,P00639,1,4100.0,15
O000096,P00710,2,2550.0,15
O000096,P00408,1,5330.0,5
O000097,P00894,1,7940.0,10
O000097,P00555,3,23250.0,25
O000097,P00037,2,5270.0,5
O000097,P00633,1,2200.0,10
O000098,P00455,1,4660.0,0
O000099,P00048,1,5930.0,0
O000100,P00384,1,3260.0,5
O000100,P00442,2,19970.0,0
O000100,P00150,1,460.0,10
O000101,P00635,3,22110.0,0
O000101,P00700,1,5730.0,0
O000101,P00247,1,4860.0,0
O000101,P00510,2,4840.0,20
O000102,P00162,4,4550.0,0
O000102,P00076,3,1080.0,10
O000102,P00453,1,660.0,5
O000102,P00968,4,450.0,15
O000102,P00354,1,2690.0,5
O000103,P00589,1,63260.0,25
O000103,P00303,2,24340.0,0
O000103,P00717,1,55380.0,10
O000104,P00933,1,13170.0,5
O000105,P00795,1,1040.0,5
O000105,P00819,1,20380.0,10
O000105,P00236,2,17790.0,10
O000106,P00644,3,700.0,10
O000106,P00100,1,3970.0,5
O000107,P00374,1,14620.0,10
O000107,P00750,1,18980.0,0
O000107,P00135,1,4830.0,25
O000107,P00093,1,1500.0,20
O000107,P00932,2,660.0,0
O000108,P00991,3,24650.0,15
O000108,P00826,1,17410.0,0
O000108,P00303,2,24340.0,0
O000108,P00765,2,1940.0,10
O000109,P00991,1,24650.0,15
O000109,P00867,1,1380.0,10
O000109,P00824,1,1840.0,10
O000109,P00571,2,1850.0,10
O000110,P00111,1,4970.0,10
O000110,P00692,3,8170.0,5
O000110,P00240,1,9150.0,10
O000111,P00932,1,660.0,0
O000111,P00718,3,2830.0,5
O000111,P00310,1,990.0,0
O000111,P00665,3,390.0,0
O000112,P00380,2,19100.0,10
O000112,P00687,1,3730.0,10
O000112,P00973,3,21620.0,10
O000112,P00761,2,3390.0,10
O000113,P00034,1,4660.0,5
O000113,P00707,1,2990.0,5
O000113,P00380,4,19100.0,5
O000114,P00063,1,1870.0,0
O000114,P00408,2,5330.0,5
O000114,P00283,2,2040.0,10
O000115,P00995,1,6180.0,0
O000115,P00022,1,16260.0,0
O000115,P00052,2,3140.0,0
O000115,P00806,1,750.0,15
O000115,P00342,1,790.0,0
O000116,P00003,1,6760.0,15
O000116,P00284,1,19370.0,15
O000116,P00880,1,56900.0,5
O000116,P00149,2,4840.0,10
O000116,P00134,1,3130.0,0
O000117,P00760,1,14440.0,10
O000117,P00432,1,9340.0,15
O000118,P00608,3,5680.0,0
O000118,P00112,2,27540.0,15
O000118,P00463,1,2360.0,5
O000118,P00516,3,610.0,0
O000118,P00227,1,19440.0,5
O000119,P00503,2,2220.0,5
O000120,P00330,1,2120.0,0
O000121,P00640,1,930.0,5
O000121,P00649,4,1190.0,10
O000121,P00600,1,21890.0,10
O000122,P00813,2,37940.0,15
O000123,P00739,3,10780.0,5
O000123,P00887,2,6880.0,5
O000123,P00221,2,3760.0,5
O000123,P00441,1,110.0,0
O000123,P00463,3,2360.0,10
O000124,P00069,1,1060.0,0
O000124,P00094,2,20350.0,15
O000124,P00852,1,14850.0,10
O000124,P00088,1,15770.0,5
O000125,P00421,1,860.0,10
O000126,P00889,3,5510.0,10
O000126,P00938,1,2270.0,10
O000126,P00739,1,10780.0,10
O000126,P00053,1,13770.0,0
O000127,P00377,1,1570.0,5
O000127,P00118,1,5880.0,15
O000127,P00781,1,2900.0,10
O000127,P00286,1,20150.0,10
O000127,P00588,2,16710.0,10
O000128,P00185,1,29940.0,15
O000129,P00360,2,3220.0,10
O000129,P00007,1,800.0,0
O000129,P00186,1,9010.0,0
O000130,P00221,1,3760.0,5
O000130,P00386,1,1680.0,20
O000130,P00430,1,7320.0,20
O000130,P00465,1,1220.0,15
O000130,P00350,1,8170.0,0
O000131,P00678,1,24350.0,0
O000131,P00435,2,4010.0,0
O000131,P00498,1,24530.0,0
O000131,P00622,2,76400.0,5
O000132,P00047,4,6380.0,0
O000132,P00226,1,2920.0,20
O000132,P00405,2,1200.0,15
O000133,P00336,1,940.0,5
O000133,P00123,1,43990.0,10
O000133,P00008,1,1700.0,10
O000134,P00074,2,14750.0,5
O000134,P00407,1,1420.0,0
O000134,P00883,1,5810.0,5
O000135,P00727,1,11850.0,0
O000135,P00656,1,68430.0,15
O000135,P00428,1,41780.0,15
O000135,P00297,3,2780.0,0
O000136,P00250,1,210.0,5
O000137,P00406,3,340.0,10
O000138,P00342,1,790.0,10
O000138,P00798,1,1050.0,10
O000139,P00360,2,3220.0,15
O000139,P00745,1,18280.0,0
O000139,P00982,1,1930.0,10
O000140,P00182,3,13710.0,10
O000141,P00773,1,69970.0,20
O000141,P00578,1,17300.0,10
O000141,P00779,1,17970.0,15
O000141,P00594,1,12950.0,0
O000142,P00481,1,5620.0,5
O000143,P00606,1,37370.0,5
O000143,P00058,1,43320.0,0
O000143,P00361,2,2170.0,0
O000144,P00630,1,4670.0,5
O000145,P00568,1,490.0,20
O000145,P00978,1,2540.0,0
O000145,P00811,1,3000.0,10
O000145,P00757,3,1550.0,5
O000145,P00918,2,890.0,15
O000146,P00517,1,2250.0,0
O000147,P00450,1,2270.0,5
O000147,P00537,1,4060.0,5
O000147,P00536,1,40550.0,10
O000147,P00625,2,5780.0,10
O000148,P00338,1,2770.0,10
O000149,P00259,2,16730.0,20
O000149,P00742,3,4970.0,5
O000149,P00873,1,20110.0,0
O000150,P00318,2,1670.0,5
O000150,P00991,1,24650.0,20
O000150,P00672,1,8640.0,5
O000151,P00833,2,14650.0,20
O000151,P00131,4,1330.0,20
O000151,P00687,1,3730.0,10
O000152,P00371,3,6830.0,5
O000152,P00019,2,9870.0,0
O000152,P00372,4,8140.0,0
O000152,P00317,1,53890.0,15
O000152,P00185,1,29940.0,10
O000153,P00039,1,2880.0,10
O000153,P00678,1,24350.0,0
O000153,P00345,2,28970.0,10
O000153,P00898,3,2290.0,10
O000153,P00785,1,3240.0,5
O000154,P00993,1,6530.0,15
O000154,P00455,2,4660.0,0
O000155,P00317,2,53890.0,5
O000155,P00989,2,4150.0,5
O000156,P00452,1,3030.0,10
O000156,P00473,3,1690.0,15
O000156,P00788,2,690.0,0
O000156,P00289,1,16060.0,10
O000156,P00797,3,8440.0,10
O000157,P00729,2,22780.0,15
O000158,P00086,1,7130.0,20
O000158,P00782,1,4160.0,5
O000158,P00165,3,5920.0,0
O000159,P00906,1,290.0,5
O000159,P00358,1,14570.0,5
O000159,P00953,1,60060.0,0
O000159,P00028,1,2180.0,0
O000160,P00811,1,3000.0,20
O000160,P00150,1,460.0,15
O000160,P00141,2,710.0,5
O000161,P00006,1,45380.0,0
O000161,P00928,3,6770.0,10
O000161,P00082,1,21930.0,15
O000161,P00020,1,830.0,0
O000161,P00263,1,11310.0,10
O000162,P00469,1,1570.0,10
O000162,P00065,1,880.0,10
O000162,P00114,2,7840.0,0
O000162,P00857,1,4620.0,5
O000162,P00927,1,61320.0,0
O000163,P00537,4,4060.0,0
O000164,P00558,1,1050.0,5
O000164,P00520,1,78160.0,25
O000164,P00806,1,750.0,0
O000164,P00568,2,490.0,5
O000164,P00021,2,6720.0,10
O000165,P00753,1,22800.0,5
O000165,P00775,1,5760.0,15
O000165,P00341,2,2410.0,25
O000165,P00137,1,620.0,0
O000165,P00046,1,1330.0,10
O000166,P00038,2,2120.0,20
O000166,P00301,1,17380.0,5
O000166,P00207,1,50690.0,15
O000166,P00045,1,3890.0,0
O000167,P00293,2,1800.0,0
O000167,P00366,2,5810.0,0
O000168,P00448,2,1530.0,20
O000168,P00911,1,6000.0,25
O000168,P00410,1,19270.0,5
O000169,P00274,1,14320.0,10
O000169,P00821,2,3540.0,10
O000169,P00085,1,24840.0,0
O000169,P00745,2,18280.0,5
O000169,P00435,1,4010.0,5
O000170,P00360,3,3220.0,5
O000170,P00458,4,980.0,0
O000170,P00044,4,35060.0,20
O000170,P00745,1,18280.0,10
O000171,P00526,2,2210.0,25
O000171,P00821,1,3540.0,10
O000171,P00768,2,2340.0,0
O000172,P00242,2,2840.0,5
O000173,P00973,1,21620.0,5
O000173,P00581,1,1940.0,5
O000173,P00034,1,4660.0,0
O000173,P00620,1,5350.0,5
O000174,P00256,1,2400.0,0
O000174,P00984,1,290.0,20
O000174,P00117,1,78290.0,15
O000175,P00220,3,2070.0,5
O000175,P00627,1,2650.0,15
O000175,P00293,1,1800.0,20
O000175,P00711,1,14520.0,0
O000176,P00684,1,2220.0,10
O000176,P00356,3,760.0,15
O000176,P00727,2,11850.0,20
O000177,P00813,1,37940.0,0
O000177,P00371,1,6830.0,0
O000178,P00027,1,670.0,15
O000178,P00370,1,11220.0,10
O000178,P00568,1,490.0,5
O000178,P00587,4,920.0,10
O000179,P00421,1,860.0,25
O000179,P00788,1,690.0,5
O000179,P00420,2,1600.0,5
O000179,P00844,3,10930.0,15
O000179,P00589,1,63260.0,0
O000180,P00444,3,66100.0,0
O000180,P00515,1,21350.0,0
O000181,P00166,3,6420.0,0
O000181,P00331,3,4910.0,10
O000182,P00867,1,1380.0,25
O000182,P00081,1,1960.0,10
O000182,P00257,1,2670.0,0
O000183,P00607,1,16150.0,0
O000183,P00965,1,19690.0,20
O000184,P00863,1,1780.0,15
O000184,P00947,1,9240.0,20
O000184,P00578,2,17300.0,0
O000185,P00786,1,6280.0,10
O000185,P00586,1,2750.0,10
O000186,P00658,1,9280.0,15
O000186,P00980,2,22660.0,0
O000186,P00310,1,990.0,0
O000187,P00426,1,2190.0,0
O000187,P00496,2,500.0,5
O000187,P00476,4,4170.0,5
O000187,P00209,1,11350.0,15
O000188,P00576,1,11080.0,5
O000188,P00109,1,18690.0,0
O000188,P00327,3,4710.0,15
O000188,P00248,1,1260.0,25
O000188,P00478,3,7830.0,15
O000189,P00739,1,10780.0,10
O000189,P00321,1,17630.0,5
O000189,P00195,1,4510.0,20
O000189,P00782,1,4160.0,25
O000189,P00164,1,420.0,5
O000190,P00289,1,16060.0,20
O000191,P00293,1,1800.0,0
O000191,P00550,1,550.0,5
O000191,P00009,1,50120.0,0
O000191,P00868,1,61800.0,10
O000192,P00567,1,2460.0,5
O000192,P00296,1,750.0,15
O000192,P00076,1,1080.0,10
O000193,P00999,1,720.0,15
O000193,P00100,1,3970.0,20
O000194,P00204,1,1390.0,10
O000194,P00617,1,12480.0,0
O000195,P00824,1,1840.0,10
O000195,P00486,1,14840.0,5
O000195,P00532,1,4930.0,0
O000196,P00758,1,890.0,10
O000196,P00863,1,1780.0,10
O000196,P00307,1,2240.0,0
O000196,P00608,1,5680.0,0
O000196,P00345,1,28970.0,5
O000197,P00612,1,7660.0,25
O000198,P00592,1,1310.0,10
O000198,P00234,2,15660.0,15
O000198,P00739,1,10780.0,15
O000198,P00053,1,13770.0,10
O000198,P00598,2,14290.0,0
O000199,P00322,2,23960.0,5
O000199,P00429,2,4010.0,20
O000199,P00156,3,3990.0,10
O000199,P00423,1,510.0,0
O000200,P00575,4,7030.0,5
O000200,P00333,1,1890.0,25
O000201,P00935,1,2570.0,15
O000201,P00546,2,9970.0,10
O000201,P00351,2,12560.0,10
O000201,P00560,1,1700.0,0
O000202,P00306,2,2850.0,10
O000202,P00231,2,5040.0,5
O000202,P00965,1,19690.0,10
O000202,P00997,3,480.0,10
O000202,P00305,1,2060.0,10
O000203,P00389,3,8800.0,15
O000203,P00918,1,890.0,0
O000203,P00405,2,1200.0,5
O000203,P00839,1,2420.0,0
O000203,P00354,1,2690.0,0
O000204,P00278,1,19990.0,10
O000204,P00956,1,18630.0,0
O000204,P00576,2,11080.0,10
O000204,P00713,1,9060.0,0
O000204,P00279,1,62390.0,10
O000205,P00698,2,30210.0,0
O000206,P00952,3,16070.0,5
O000206,P00162,2,4550.0,15
O000206,P00417,1,5520.0,0
O000206,P00669,1,1260.0,15
O000206,P00958,2,60340.0,0
O000207,P00936,3,2440.0,5
O000208,P00957,1,17890.0,15
O000208,P00942,2,18440.0,0
O000209,P00898,1,2290.0,10
O000209,P00039,3,2880.0,5
O000209,P00010,1,5790.0,10
O000210,P00506,1,3100.0,0
O000210,P00911,2,6000.0,5
O000210,P00962,2,2970.0,10
O000210,P00138,2,69240.0,0
O000210,P00872,1,9410.0,0
O000211,P00180,2,5200.0,20
O000211,P00626,2,1570.0,10
O000212,P00411,2,8600.0,0
O000213,P00489,3,2660.0,0
O000213,P00332,1,1960.0,5
O000214,P00977,1,18060.0,10
O000214,P00338,1,2770.0,5
O000214,P00310,1,990.0,10
O000215,P00315,1,1140.0,20
O000215,P00164,2,420.0,5
O000215,P00416,1,1620.0,20
O000215,P00703,1,10390.0,10
O000216,P00981,1,4740.0,5
O000216,P00137,4,620.0,5
O000217,P00935,2,2570.0,0
O000217,P00483,1,6050.0,15
O000217,P00776,3,12940.0,0
O000217,P00551,1,1810.0,10
O000217,P00822,1,17760.0,10
O000218,P00849,1,40670.0,10
O000219,P00550,1,550.0,0
O000219,P00154,1,1440.0,10
O000219,P00169,1,6640.0,10
O000219,P00336,2,940.0,5
O000219,P00875,1,65300.0,5
O000220,P00573,1,4220.0,15
O000221,P00406,1,340.0,0
O000222,P00593,1,1990.0,5
O000222,P00075,1,4040.0,25
O000223,P00957,1,17890.0,0
O000224,P00788,2,690.0,25
O000224,P00139,1,2320.0,5
O000225,P00460,1,4850.0,0
O000225,P00891,3,51760.0,20
O000225,P00940,1,22310.0,15
O000225,P00929,1,1010.0,25
O000226,P00542,2,6730.0,15
O000226,P00131,4,1330.0,5
O000226,P00746,2,2120.0,5
O000226,P00229,1,6260.0,0
O000227,P00355,3,760.0,10
O000227,P00159,1,3750.0,15
O000227,P00283,1,2040.0,15
O000227,P00194,3,9680.0,0
O000228,P00069,1,1060.0,5
O000228,P00104,2,6240.0,20
O000229,P00759,1,4200.0,0
O000229,P00046,1,1330.0,15
O000230,P00144,1,17600.0,0
O000231,P00327,2,4710.0,0
O000231,P00592,3,1310.0,25
O000231,P00613,1,170.0,5
O000231,P00792,1,6320.0,10
O000231,P00689,1,73090.0,10
O000232,P00642,1,22320.0,5
O000232,P00696,4,420.0,20
O000233,P00805,1,18180.0,0
O000233,P00538,1,6620.0,15
O000233,P00327,1,4710.0,15
O000233,P00714,1,5360.0,10
O000234,P00937,3,3180.0,10
O000234,P00060,1,76400.0,0
O000234,P00576,1,11080.0,10
O000234,P00423,3,510.0,15
O000235,P00549,2,16440.0,0
O000236,P00387,1,1860.0,20
O000236,P00690,1,820.0,15
O000236,P00620,2,5350.0,10
O000237,P00214,1,19700.0,20
O000237,P00891,1,51760.0,0
O000237,P00929,2,1010.0,10
O000237,P00341,2,2410.0,20
O000238,P00721,1,68610.0,15
O000238,P00210,1,2240.0,10
O000238,P00407,1,1420.0,0
O000238,P00938,1,2270.0,5
O000238,P00246,1,2200.0,25
O000239,P00780,1,17410.0,5
O000239,P00860,1,1270.0,15
O000239,P00328,2,4850.0,0
O000239,P00937,1,3180.0,10
O000240,P00303,1,24340.0,10
O000240,P00157,1,7230.0,10
O000240,P00201,3,46090.0,5
O000240,P00338,2,2770.0,5
O000241,P00472,1,5680.0,0
O000241,P00173,1,15010.0,0
O000241,P00751,3,7590.0,25
O000241,P00815,3,1050.0,10
O000242,P00968,2,450.0,0
O000243,P00423,1,510.0,10
O000244,P00725,1,5800.0,0
O000245,P00383,2,3450.0,10
O000245,P00062,1,14540.0,5
O000245,P00633,1,2200.0,10
O000245,P00654,1,650.0,10
O000246,P00549,1,16440.0,10
O000246,P00294,1,1080.0,20
O000246,P00018,1,240.0,20
O000247,P00153,1,1360.0,5
O000247,P00247,2,4860.0,0
O000247,P00197,3,13450.0,5
O000247,P00635,1,22110.0,10
O000247,P00540,1,6160.0,15
O000248,P00670,4,20070.0,10
O000249,P00096,1,9340.0,5
O000250,P00058,1,43320.0,5
O000250,P00653,1,12740.0,15
O000250,P00010,1,5790.0,15
O000250,P00720,1,3300.0,10
O000251,P00236,1,17790.0,15
O000252,P00487,2,470.0,0
O000252,P00278,1,19990.0,10
O000252,P00048,1,5930.0,15
O000252,P00947,1,9240.0,0
O000252,P00077,1,7620.0,15
O000253,P00952,1,16070.0,10
O000253,P00079,2,76860.0,10
O000253,P00307,1,2240.0,5
O000253,P00167,2,320.0,15
O000254,P00513,2,37040.0,5
O000255,P00448,1,1530.0,0
O000256,P00788,3,690.0,5
O000256,P00629,1,66780.0,15
O000256,P00978,1,2540.0,0
O000256,P00610,1,5600.0,5
O000256,P00407,1,1420.0,10
O000257,P00088,2,15770.0,10
O000257,P00791,1,1950.0,0
O000257,P00634,2,1570.0,10
O000257,P00303,2,24340.0,5
O000258,P00094,1,20350.0,5
O000259,P00780,1,17410.0,0
O000259,P00277,1,3420.0,10
O000259,P00105,1,7650.0,0
O000260,P00568,1,490.0,5
O000260,P00096,1,9340.0,0
O000260,P00612,1,7660.0,0
O000261,P00927,2,61320.0,0
O000261,P00249,1,19010.0,0
O000261,P00586,1,2750.0,0
O000261,P00534,1,21750.0,0
O000261,P00174,2,1980.0,5
O000262,P00739,1,10780.0,10
O000262,P00641,1,6180.0,0
O000263,P00972,1,15440.0,15
O000264,P00824,1,1840.0,15
O000264,P00883,2,5810.0,25
O000264,P00338,1,2770.0,5
O000264,P00451,3,12490.0,0
O000265,P00182,3,13710.0,0
O000265,P00988,2,5870.0,5
O000265,P00408,1,5330.0,0
O000266,P00288,1,1570.0,20
O000266,P00837,1,11590.0,25
O000266,P00805,1,18180.0,15
O000266,P00403,1,670.0,10
O000267,P00449,1,300.0,10
O000267,P00817,2,570.0,15
O000268,P00690,1,820.0,0
O000268,P00512,1,24640.0,5
